ERROR:root:Division by zero error: division by zero
ERROR:root:This is an error message
CRITICAL:root:This is a critical message
ERROR:root:This is an error message.
DEBUG:MyLogger:This is log message number 4965
DEBUG:MyLogger:This is log message number 4966
DEBUG:MyLogger:This is log message number 4967
DEBUG:MyLogger:This is log message number 4968
DEBUG:MyLogger:This is log message number 4969
DEBUG:MyLogger:This is log message number 4970
DEBUG:MyLogger:This is log message number 4971
DEBUG:MyLogger:This is log message number 4972
DEBUG:MyLogger:This is log message number 4973
DEBUG:MyLogger:This is log message number 4974
DEBUG:MyLogger:This is log message number 4975
DEBUG:MyLogger:This is log message number 4976
DEBUG:MyLogger:This is log message number 4977
DEBUG:MyLogger:This is log message number 4978
DEBUG:MyLogger:This is log message number 4979
DEBUG:MyLogger:This is log message number 4980
DEBUG:MyLogger:This is log message number 4981
DEBUG:MyLogger:This is log message number 4982
DEBUG:MyLogger:This is log message number 4983
DEBUG:MyLogger:This is log message number 4984
DEBUG:MyLogger:This is log message number 4985
DEBUG:MyLogger:This is log message number 4986
DEBUG:MyLogger:This is log message number 4987
DEBUG:MyLogger:This is log message number 4988
DEBUG:MyLogger:This is log message number 4989
DEBUG:MyLogger:This is log message number 4990
DEBUG:MyLogger:This is log message number 4991
DEBUG:MyLogger:This is log message number 4992
DEBUG:MyLogger:This is log message number 4993
DEBUG:MyLogger:This is log message number 4994
DEBUG:MyLogger:This is log message number 4995
DEBUG:MyLogger:This is log message number 4996
DEBUG:MyLogger:This is log message number 4997
DEBUG:MyLogger:This is log message number 4998
DEBUG:MyLogger:This is log message number 4999
DEBUG:MyLogger:This is log message number 5000
DEBUG:MyLogger:This is log message number 5001
DEBUG:MyLogger:This is log message number 5002
DEBUG:MyLogger:This is log message number 5003
DEBUG:MyLogger:This is log message number 5004
DEBUG:MyLogger:This is log message number 5005
DEBUG:MyLogger:This is log message number 5006
DEBUG:MyLogger:This is log message number 5007
DEBUG:MyLogger:This is log message number 5008
DEBUG:MyLogger:This is log message number 5009
DEBUG:MyLogger:This is log message number 5010
DEBUG:MyLogger:This is log message number 5011
DEBUG:MyLogger:This is log message number 5012
DEBUG:MyLogger:This is log message number 5013
DEBUG:MyLogger:This is log message number 5014
DEBUG:MyLogger:This is log message number 5015
DEBUG:MyLogger:This is log message number 5016
DEBUG:MyLogger:This is log message number 5017
DEBUG:MyLogger:This is log message number 5018
DEBUG:MyLogger:This is log message number 5019
DEBUG:MyLogger:This is log message number 5020
DEBUG:MyLogger:This is log message number 5021
DEBUG:MyLogger:This is log message number 5022
DEBUG:MyLogger:This is log message number 5023
DEBUG:MyLogger:This is log message number 5024
DEBUG:MyLogger:This is log message number 5025
DEBUG:MyLogger:This is log message number 5026
DEBUG:MyLogger:This is log message number 5027
DEBUG:MyLogger:This is log message number 5028
DEBUG:MyLogger:This is log message number 5029
DEBUG:MyLogger:This is log message number 5030
DEBUG:MyLogger:This is log message number 5031
DEBUG:MyLogger:This is log message number 5032
DEBUG:MyLogger:This is log message number 5033
DEBUG:MyLogger:This is log message number 5034
DEBUG:MyLogger:This is log message number 5035
DEBUG:MyLogger:This is log message number 5036
DEBUG:MyLogger:This is log message number 5037
DEBUG:MyLogger:This is log message number 5038
DEBUG:MyLogger:This is log message number 5039
DEBUG:MyLogger:This is log message number 5040
DEBUG:MyLogger:This is log message number 5041
DEBUG:MyLogger:This is log message number 5042
DEBUG:MyLogger:This is log message number 5043
DEBUG:MyLogger:This is log message number 5044
DEBUG:MyLogger:This is log message number 5045
DEBUG:MyLogger:This is log message number 5046
DEBUG:MyLogger:This is log message number 5047
DEBUG:MyLogger:This is log message number 5048
DEBUG:MyLogger:This is log message number 5049
DEBUG:MyLogger:This is log message number 5050
DEBUG:MyLogger:This is log message number 5051
DEBUG:MyLogger:This is log message number 5052
DEBUG:MyLogger:This is log message number 5053
DEBUG:MyLogger:This is log message number 5054
DEBUG:MyLogger:This is log message number 5055
DEBUG:MyLogger:This is log message number 5056
DEBUG:MyLogger:This is log message number 5057
DEBUG:MyLogger:This is log message number 5058
DEBUG:MyLogger:This is log message number 5059
DEBUG:MyLogger:This is log message number 5060
DEBUG:MyLogger:This is log message number 5061
DEBUG:MyLogger:This is log message number 5062
DEBUG:MyLogger:This is log message number 5063
DEBUG:MyLogger:This is log message number 5064
DEBUG:MyLogger:This is log message number 5065
DEBUG:MyLogger:This is log message number 5066
DEBUG:MyLogger:This is log message number 5067
DEBUG:MyLogger:This is log message number 5068
DEBUG:MyLogger:This is log message number 5069
DEBUG:MyLogger:This is log message number 5070
DEBUG:MyLogger:This is log message number 5071
DEBUG:MyLogger:This is log message number 5072
DEBUG:MyLogger:This is log message number 5073
DEBUG:MyLogger:This is log message number 5074
DEBUG:MyLogger:This is log message number 5075
DEBUG:MyLogger:This is log message number 5076
DEBUG:MyLogger:This is log message number 5077
DEBUG:MyLogger:This is log message number 5078
DEBUG:MyLogger:This is log message number 5079
DEBUG:MyLogger:This is log message number 5080
DEBUG:MyLogger:This is log message number 5081
DEBUG:MyLogger:This is log message number 5082
DEBUG:MyLogger:This is log message number 5083
DEBUG:MyLogger:This is log message number 5084
DEBUG:MyLogger:This is log message number 5085
DEBUG:MyLogger:This is log message number 5086
DEBUG:MyLogger:This is log message number 5087
DEBUG:MyLogger:This is log message number 5088
DEBUG:MyLogger:This is log message number 5089
DEBUG:MyLogger:This is log message number 5090
DEBUG:MyLogger:This is log message number 5091
DEBUG:MyLogger:This is log message number 5092
DEBUG:MyLogger:This is log message number 5093
DEBUG:MyLogger:This is log message number 5094
DEBUG:MyLogger:This is log message number 5095
DEBUG:MyLogger:This is log message number 5096
DEBUG:MyLogger:This is log message number 5097
DEBUG:MyLogger:This is log message number 5098
DEBUG:MyLogger:This is log message number 5099
DEBUG:MyLogger:This is log message number 5100
DEBUG:MyLogger:This is log message number 5101
DEBUG:MyLogger:This is log message number 5102
DEBUG:MyLogger:This is log message number 5103
DEBUG:MyLogger:This is log message number 5104
DEBUG:MyLogger:This is log message number 5105
DEBUG:MyLogger:This is log message number 5106
DEBUG:MyLogger:This is log message number 5107
DEBUG:MyLogger:This is log message number 5108
DEBUG:MyLogger:This is log message number 5109
DEBUG:MyLogger:This is log message number 5110
DEBUG:MyLogger:This is log message number 5111
DEBUG:MyLogger:This is log message number 5112
DEBUG:MyLogger:This is log message number 5113
DEBUG:MyLogger:This is log message number 5114
DEBUG:MyLogger:This is log message number 5115
DEBUG:MyLogger:This is log message number 5116
DEBUG:MyLogger:This is log message number 5117
DEBUG:MyLogger:This is log message number 5118
DEBUG:MyLogger:This is log message number 5119
DEBUG:MyLogger:This is log message number 5120
DEBUG:MyLogger:This is log message number 5121
DEBUG:MyLogger:This is log message number 5122
DEBUG:MyLogger:This is log message number 5123
DEBUG:MyLogger:This is log message number 5124
DEBUG:MyLogger:This is log message number 5125
DEBUG:MyLogger:This is log message number 5126
DEBUG:MyLogger:This is log message number 5127
DEBUG:MyLogger:This is log message number 5128
DEBUG:MyLogger:This is log message number 5129
DEBUG:MyLogger:This is log message number 5130
DEBUG:MyLogger:This is log message number 5131
DEBUG:MyLogger:This is log message number 5132
DEBUG:MyLogger:This is log message number 5133
DEBUG:MyLogger:This is log message number 5134
DEBUG:MyLogger:This is log message number 5135
DEBUG:MyLogger:This is log message number 5136
DEBUG:MyLogger:This is log message number 5137
DEBUG:MyLogger:This is log message number 5138
DEBUG:MyLogger:This is log message number 5139
DEBUG:MyLogger:This is log message number 5140
DEBUG:MyLogger:This is log message number 5141
DEBUG:MyLogger:This is log message number 5142
DEBUG:MyLogger:This is log message number 5143
DEBUG:MyLogger:This is log message number 5144
DEBUG:MyLogger:This is log message number 5145
DEBUG:MyLogger:This is log message number 5146
DEBUG:MyLogger:This is log message number 5147
DEBUG:MyLogger:This is log message number 5148
DEBUG:MyLogger:This is log message number 5149
DEBUG:MyLogger:This is log message number 5150
DEBUG:MyLogger:This is log message number 5151
DEBUG:MyLogger:This is log message number 5152
DEBUG:MyLogger:This is log message number 5153
DEBUG:MyLogger:This is log message number 5154
DEBUG:MyLogger:This is log message number 5155
DEBUG:MyLogger:This is log message number 5156
DEBUG:MyLogger:This is log message number 5157
DEBUG:MyLogger:This is log message number 5158
DEBUG:MyLogger:This is log message number 5159
DEBUG:MyLogger:This is log message number 5160
DEBUG:MyLogger:This is log message number 5161
DEBUG:MyLogger:This is log message number 5162
DEBUG:MyLogger:This is log message number 5163
DEBUG:MyLogger:This is log message number 5164
DEBUG:MyLogger:This is log message number 5165
DEBUG:MyLogger:This is log message number 5166
DEBUG:MyLogger:This is log message number 5167
DEBUG:MyLogger:This is log message number 5168
DEBUG:MyLogger:This is log message number 5169
DEBUG:MyLogger:This is log message number 5170
DEBUG:MyLogger:This is log message number 5171
DEBUG:MyLogger:This is log message number 5172
DEBUG:MyLogger:This is log message number 5173
DEBUG:MyLogger:This is log message number 5174
DEBUG:MyLogger:This is log message number 5175
DEBUG:MyLogger:This is log message number 5176
DEBUG:MyLogger:This is log message number 5177
DEBUG:MyLogger:This is log message number 5178
DEBUG:MyLogger:This is log message number 5179
DEBUG:MyLogger:This is log message number 5180
DEBUG:MyLogger:This is log message number 5181
DEBUG:MyLogger:This is log message number 5182
DEBUG:MyLogger:This is log message number 5183
DEBUG:MyLogger:This is log message number 5184
DEBUG:MyLogger:This is log message number 5185
DEBUG:MyLogger:This is log message number 5186
DEBUG:MyLogger:This is log message number 5187
DEBUG:MyLogger:This is log message number 5188
DEBUG:MyLogger:This is log message number 5189
DEBUG:MyLogger:This is log message number 5190
DEBUG:MyLogger:This is log message number 5191
DEBUG:MyLogger:This is log message number 5192
DEBUG:MyLogger:This is log message number 5193
DEBUG:MyLogger:This is log message number 5194
DEBUG:MyLogger:This is log message number 5195
DEBUG:MyLogger:This is log message number 5196
DEBUG:MyLogger:This is log message number 5197
DEBUG:MyLogger:This is log message number 5198
DEBUG:MyLogger:This is log message number 5199
DEBUG:MyLogger:This is log message number 5200
DEBUG:MyLogger:This is log message number 5201
DEBUG:MyLogger:This is log message number 5202
DEBUG:MyLogger:This is log message number 5203
DEBUG:MyLogger:This is log message number 5204
DEBUG:MyLogger:This is log message number 5205
DEBUG:MyLogger:This is log message number 5206
DEBUG:MyLogger:This is log message number 5207
DEBUG:MyLogger:This is log message number 5208
DEBUG:MyLogger:This is log message number 5209
DEBUG:MyLogger:This is log message number 5210
DEBUG:MyLogger:This is log message number 5211
DEBUG:MyLogger:This is log message number 5212
DEBUG:MyLogger:This is log message number 5213
DEBUG:MyLogger:This is log message number 5214
DEBUG:MyLogger:This is log message number 5215
DEBUG:MyLogger:This is log message number 5216
DEBUG:MyLogger:This is log message number 5217
DEBUG:MyLogger:This is log message number 5218
DEBUG:MyLogger:This is log message number 5219
DEBUG:MyLogger:This is log message number 5220
DEBUG:MyLogger:This is log message number 5221
DEBUG:MyLogger:This is log message number 5222
DEBUG:MyLogger:This is log message number 5223
DEBUG:MyLogger:This is log message number 5224
DEBUG:MyLogger:This is log message number 5225
DEBUG:MyLogger:This is log message number 5226
DEBUG:MyLogger:This is log message number 5227
DEBUG:MyLogger:This is log message number 5228
DEBUG:MyLogger:This is log message number 5229
DEBUG:MyLogger:This is log message number 5230
DEBUG:MyLogger:This is log message number 5231
DEBUG:MyLogger:This is log message number 5232
DEBUG:MyLogger:This is log message number 5233
DEBUG:MyLogger:This is log message number 5234
DEBUG:MyLogger:This is log message number 5235
DEBUG:MyLogger:This is log message number 5236
DEBUG:MyLogger:This is log message number 5237
DEBUG:MyLogger:This is log message number 5238
DEBUG:MyLogger:This is log message number 5239
DEBUG:MyLogger:This is log message number 5240
DEBUG:MyLogger:This is log message number 5241
DEBUG:MyLogger:This is log message number 5242
DEBUG:MyLogger:This is log message number 5243
DEBUG:MyLogger:This is log message number 5244
DEBUG:MyLogger:This is log message number 5245
DEBUG:MyLogger:This is log message number 5246
DEBUG:MyLogger:This is log message number 5247
DEBUG:MyLogger:This is log message number 5248
DEBUG:MyLogger:This is log message number 5249
DEBUG:MyLogger:This is log message number 5250
DEBUG:MyLogger:This is log message number 5251
DEBUG:MyLogger:This is log message number 5252
DEBUG:MyLogger:This is log message number 5253
DEBUG:MyLogger:This is log message number 5254
DEBUG:MyLogger:This is log message number 5255
DEBUG:MyLogger:This is log message number 5256
DEBUG:MyLogger:This is log message number 5257
DEBUG:MyLogger:This is log message number 5258
DEBUG:MyLogger:This is log message number 5259
